Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Rating,Review Text,Spoiler Warning
24 April 2021,Excellent start to what will hopefully end up a trilogy....,Wikkid_Gamez,"103 out of 171 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",103,171,10,"I see a lot of people talking about the lack of certain things like the actual tournament, to much groundwork on background for certain characters and other characters completely missing from the movie, characters not looking the same etc, as well as people saying they wish there had been more action than only about 40-50% of the movie.I just want to point out to everyone that is not aware, that this is supposed to be the beginning of a trilogy (Yes, I am one of those people that follows stuff like that). Had they packed all of that into one movie it would have been overload.I personally think it was an excellent start! Excellent character casting and personality building on everyone. I love all the visual, Outworld and the temple on Earth. As well as all the visual hints in the movie of future character's for those of us that are a little obsessive.I like the music upgrades, they still have the feel of the original and bring back memories with a slightly more contemporary vibe to keep it from sounding dated. Crossing my fingers that this first installment does well enough so that the next installment goes ahead. The only reason that I am worried that it may not is because of everything thats happened over the past year, not because of the movie not being good enough.I personally loved this movie, as the first of a trilogy. If it were a stand alone I may be a little disappointed that certain personal favorites *cough* Katana *cough* Nightwolf *cough* were not in it, however, I saw Katana's blade fan in the temple although it didn't get a neon sign the way Shinnok's amulet did when Kano tried to steal it, and one of the newspaper clippings on Sonya Blade's research wall pointed to a possibility for a future Nightwolf to me. But between those hints and the big hint (blazing neon sign really lol) at the end when Cole Young heads to Hollywood and as he leaves a movie poster for Johnny Cage as Citizen Cage is left in focus of the camera spell out for some excellent future possibilities/probabilities. They would have had to include other realms in this movie to pull in characters like Katana and again, that probably would have been information overload for one movie. They are taking their time and doing this right and I for one appreciate it greatly!Looking forward to the next installment of this trilogy!",
1 May 2021,Weak pathetic fools.,MikeHunt1075,"35 out of 54 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,54,4,"Who green lit this to be made this way? I guess New Line figured if it could contain blood and gore it would succeed, but even that is lackluster here.There is 25 to 30 years worth of Mortal Kombat games and backstories to choose from and yet they introduce a brand new character named Cole who adds nothing to the film other than figuring out he can grow a poor man's version of Aquamans top.The plot is weak. Shang T-Sung is killing off those who will fight in the Mortal Kombat tournament for Earth.... and we get no tournament??? Really?The introduction to these characters is bad, and the villains are introduced so badly they belong in Mortal Kombat: Anhilation. Yes. Its that Bad! Shang T-Sung literally says each of his henchman names so the audience knows who they are... all located on a terrible bridge of some sort.The movie becomes a train wreck with just about every decision it makes. It had potential to go places, but it just gets swept of its feet and fatalitied.It's plan is to make a sequel. Why bother? Who cares where these characters are going and who will be in the next one? It's not worth continuing.",
24 April 2021,Looking Good Kombat,kosmasp,"33 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,53,8,"Considering the other real life action adaptations of the game ... this is quite a great movie! Now especially the first one was so ridiculous that it was kinda fun. That does not mean you will like it - but hopefully you will like this one. The action is really good (and quite violent just so you know), the acting is also more than solid, which includes script and dialog. Always considering the nature of the movie that is.This is not Shakespeare, this is not meant to have a big story. Bad guys want to destroy the Earth (realm), good guys fight to protect it ... I mean it really is simple as that. The twists and turns can be guessed or seen at least most of the time ... but the movie is entertaining nevertheless. And it looks so good ... not sure how much money they invested, but it was worth it. Yes these movies do not win best cinematography and stuff like that, but that does not mean they cannot have brilliant people as DPs. Maybe I'm exaggerating, but I really enjoyed this one and if you decide to watch this (because you like the genre and/or the games) you will not be dissapointed.",
23 April 2021,Was awesome,duleewopper,"106 out of 165 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",106,165,10,I got a movie effort on what I expected. Yeah a video game. At least it had substance and is willing to go further bc there are more characters. But it established a basis. And was willing to show more.,
4 May 2021,"If you want to watch it, don't let negative reviews stop you.",pash46,"59 out of 85 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",59,85,7,"I'll try to say as little as possible so no spoilers.I, personally wanted to watch it and changed my mind the first time going to a theater as I read some reviews here. I'm glad I changed my mind again and went to see it.I enjoyed the whole movie,and looking forward to next one. The negative reviews mostly say couple of things : 1 bad acting 2 not enough action..
Well firstly it's not an oscar reaching drama so for acting - acting was fine, all characters were in their style and some even better than expected.The movie has plenty of action but you gotta keep in mind that it's clearly made to be continued soon, so this film gives a nice welcome to MK world. Well balanced story good action and def fun MK fights....these reviewers must have lost the love for MK world, but it's easier to criticize the movie vs recognizing that they too old for this .lol..Ignore negative reviews, go watch it and enjoy.",
25 April 2021,Get out of here!,Entertainmentsparadise,"14 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,19,3,"Unfortunately, Mortal Kombat doesn't live up to the hype. I sit here and I am trying to find the good in this film .....The plot is rushed and doesn't develop well. A lot of logical things that don't make sense for seasoned Mortal Kombat fans.This is Mortal Kombat, I don't understand how the amateurs magically get powers, master them and easily defeat the ""bad guys"".They made strong characters weak!The few fatalities we seen were gruesome. Yet there wasn't enough. If you played the Mortal Kombat video games, this doesn't compare.This film is just a introductory set up for a part 2.Verdict: Disappointment, there was solid action moments, yet it just felt like a tease without clear purpose relating to the basic outline of what Mortal Kombat is.",
24 April 2021,Solid game movie,bloodworia,"44 out of 68 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",44,68,7,"You shouldn't be taking this more as the fan service that it is. I never really played the games, but watched the playthroughs and story modes quiet a bit.I always loved the Fatalities and you got them here, even some kind of inside jokes from the game.I would really like another movie.It wasn't a masterpiece, but it was enjoyable to watch.",
2 July 2021,Did these 10's watch the same movie as me?,info-354-549559,"28 out of 40 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",28,40,2,"This movie was completely unsatisfying I prefer the cutscenes in the game to this live action remake. I dont know where these 10's are from. I remember as a kid seeing goro and having incredible fear in me heart. Here goro looks like an orc from lord of the rings without the graphics team finishing the textures, hes almost pixar level kids movie cgi before the blood comes. I felt no care whatsoever for any character except for subzero and scorpion. The fights and dialogue was borderline corny for example the kabal voice was like a 13 year old.",
24 April 2021,TRASH TRASH TRASH!,panda_plushie12,"35 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,51,1,"Okay, so I thought the 90s version was bad... until I saw this train wreck of a movie! The casting was absolutely terrible because they didn't fit their characters.The main actor who played Cole is very stale and too boring to be the main character. And don't even get me started on Liu Kang. He looks so weak compared to the 90s actor!The only interesting thing was Kano & Sub Zero. Kano's lines felt more natural than the rest of the actors. And Sub Zero was actually pretty dope. I just hated how his costume wasn't blue. It's his signature!",
1 May 2021,Shame!,solminafya,"29 out of 43 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",29,43,1,"With exception of Sanada and Lawson, everyone's acting is terrible!VFX looks like low budget indie sci-fi, music/sfx is disruptinveand worse of all: Script is astonishingly cluttered and lacks of meaningful dialogue or coherent story!!Shame!",
24 April 2021,Missed The Mark,tmjburno,"366 out of 563 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",366,563,3,"Why? Why did they make this? As an avid Mortal Kombat fan since day 1 I can say that this movie was trashy baggins. Cole Young? Who? This guys special power is to magically grow a long sleeve shirt. Notice he isn't on the theatrical one sheet... BECAUSE NO ONE KNOWS WHO THIS GUY IS. Don't make up stuff.I'll give praise to the special effects but, overall, this movie felt like a pilot for a CW tv show. Liu Kang has a slight british accent. Why? Shirt McGirt can defeat the 9 times running MK champ after getting his hiney wiped at the beginning of the movie by a nobody. Why? So much no. Just so much no.",Warning: Spoilers
28 April 2021,Decent but most will agree original is better,ryanlion-38514,"16 out of 23 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",16,23,5,I appreciated some aspects of the film. Sub-Zero and Raiden I thought were great. Still like the previous ones better. Otherwise I felt alot of the characters were bland. Too much attetion to some characters like Kano who I felt talked too much took too much time and again original character was better. Some scenes just overdrawn or not necessary. It makes me want to view the original again. Why was Raiden so different? Some characters like Johnny Cage missing and others added like other reviewers stated like maim character not good. I agree should of been centered around johny cage or liu kang. It is still watchable. It was one of the better 2020-2021 movies so far as they have been very few anf far in between.,
24 April 2021,Fun Movie!,aristotelesathanas,"30 out of 47 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,47,8,"I liked the flights 9/10
The story ok 7/10
Characters 8,5/10
Entertaining 👍👍",
30 April 2021,I'm the audience for this,BandSAboutMovies,"30 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,51,4,"'ve seen so many reviews of this movie that seem to take great enjoyment making fun of it and saying things like, ""Who cares about a Mortal Kombat movie?""Well, I do. I'm the exact audience for this movie, someone who fell in love with the game, saw both of the original films in the theater and have purchased more than my fair share of the multiple sequels and all the DLC that goes with them.So while these holier than thou critics snicker their way through their reviews, please know that this is someone hoping Stryker would show up and someone that grinded to get multiple Scorpion outfits in Mortal Kombat 11.That means that when I mention all the moments why this movie didn't work, it's with sadness.That's because I've been waiting - as have many fans of the game - for this movie for a long time.And this isn't what I was waiting for.Now, there's the blood and gore that some see as the true heart of Mortal Kombat, but for me, the true joy of the games is the opportunity to be part of a wuxia movie. That would seem to be an incredibly simple idea to take and make a movie of - hey, they did it right the first time - and yet, this doesn't seem to do it.Yes, the Mortal Kombat tournament doesn't happen in every game, but the story has always revolved around it. Much like every shared universe attempt, this is a movie trying to make the sequel instead of worrying about making the first movie rock.The other critical error this movie makes is that outdated thought that we need a set of human eyes to view these events through, someone we can relate to. That would be Cole Young, a struggling MMA artist who has a family bloodline that ties to Scorpion. This is also kind of like how old comics thought that I needed a child sidekick to better identify with Batman. Nope. I'm just fine with wanting to be the hero and even better with unworldly characters that allow me to escape the world of normlacy.Speaking of the gray ordinary world, this movie seems content to have the action take place outside a farmhouse than taking us to the Outworld or really anywhere that isn't drab. Look, I'm not expecting this to be Zu: Warriors from the Magic Mountain, but come on. The beginning at least flirts with bright colors and great fighting. And then...That said, I kind of liked that Tadanobu Asano - Kakihara from Ichi the Killer - was Raiden, even if he doesn't get all that much to do. Josh Lawson's Kano is one of the few other bright spots, even if this version just has a red eye and isn't a cyborg. And I'm always happy to see Kabal.But you know, the first film in what may be a new series gets rid of Goro and Sub-Zero before we even get to the tournament, while tickling us with a mention of Johnny Cage. It's the inverse of Patton Oswald's joke about the Star Wars prequels - ""Don't show me how the things I love started, show me the things I love!"" - and like some weird edging thing where they withhold the sure thing in the hopes of getting you to care more about a movie that might never get made instead of the one you paid to watch.",Warning: Spoilers
23 April 2021,7 is about right.,mclive25-877-401488,"239 out of 346 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",239,346,7,"Plot was lacking but the violence, gore and fighting choreography made up for it. The editing was a bit choppy and lacked in arrears that needed more detail. With all that being said, it was overall enjoyable if you're an MK fan.",
28 April 2021,"""Boredom Wins. Flawless Victory. MEDIOCRITALITY!""",Mash-the-stampede,"66 out of 111 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",66,111,5,"I will start with the positive. The opening and closing scenes of this film are excellent!Focusing on Scorpion and Sub-zero's story was a solid high point that showcased the best this film had to offer as far as acting performances, fight choreography and interesting plot premise.Unfortunately, the 90+ minutes that occur between these 2 scenes are dull in comparison!Immediately after the exhilarating opening scene, we get introduced to brand new character; Cole Young.As a character, Cole is just blah! Boring. Un-interesting. A down-and-out underdog with no real purpose other than functioning as a major buzz-kill everytime he's on screen.Basically - Cole sucks!!!If the writers wanted to add a new character - at least make him interesting so the audience gives a s*!t about him!I would love to say that Cole is the worst thing about this film but unfortunately the ""bad"" doesn't end with him.Other MK faves are pointlessly inserted throughout the film just so the audience can say ""hey, it's Kabal - there he is"" or ""ooh, no! Here comes Goro"" but serve no real purpose outside of this!Rayden and Shang Tsung literally could have been played by anyone!They had NO personality whatsoever!Rayden could barely speak english and delivered his dialogue like it was a dress rehearsal for an amature theatre production.Shang Tsung was a generic TV villain straight out of Power Rangers!No black contact lenses could make up for the lack of ""menace"" about him.This film desperately needed Cary Tagawa back in the role of Shang Tsung - his charisma and menacing grimace was a stand-out of the 1995 original film.Heck - his performance was so good that they bought him back for MK11!Why not this film?!Outside of Sub-zero and Scorpion - the only likeable character in this film is Kano!He gets the best dialogue of all characters (I suspect much of it is improvised), had he not been in the film - that 90 minutes between the intro and ending would have been an absolute snore-fest!I realise I'm sounding overly harsh here but the thing is - Im a long time MK fan.I grew up with the original game trilogy, read the comics and watched the film's.I'm an MK fan for life and this film was an insult to MK fans everywhere!People say we need to turn our brain's off to enjoy these types of film's - but there's a difference between turning off your brain and having to get a labotomy to enjoy a movie!Very dissapointing.I hope that a sequel brings in a new team of (creative) writers, a more competent Director and that they kill off Cole within Act 1 as it would be a huge disservice having a non-canon plank of wood win the tournament!",
26 April 2021,Disappointed,Sandra-durand80,"12 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",12,17,1,"It looks like they they watched 5 movies on the weekend: Highlander, XMen, Warhammer, Terminator and Lord of the Rings and then wrote the scenario and the dialogue in an hour. Plot made no sense. The acting was terrible. Cheesy lines and that one Kano-character said way TOO many profanity words.",
23 April 2021,IT HAS BEGUN!!!,josephbarros-16407,"55 out of 92 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",55,92,9,"MORTAL KOMBAT!!!!! I was 15 when the original one came out in 1995 loved and couldnt wait for the story to continue.....was 17 when the sequel came in 1997 and was bummed out BIG TIME, I thought the franchise in the movie business was dead and buried, then came glimmers of hope with limited series and animated movie over the last few years. NOW we have a new movie for 2021 and I have to say I ENJOYED EVERY BIT OF GORE AND FAN SERVICE IT GAVE. Bring on The Tournament.",
24 April 2021,"It's exactly what a MK movie should be like, blood, profanity and gore from beginning to end",vegeta-oh,"45 out of 70 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,70,9,"It's fun, a little dumb but not in a bad way.The fight choreography is amazing and the effects are better than most blockbusters (Godzilla vs Kong I'm looking at you).It's good, I enjoyed it a lot.",
3 May 2021,Fight!,TheDestroia,"30 out of 49 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,49,9,"I have watched the original movie & treat this as a standalone version.9/10The fights are epic, bloody, gory & Mortal Kombat-esque. Exactly what Dr Goro ordered!Cool story, excellent special effects & decent actors.Highlights include an awesome soundtrack, one character with hilarious dialogue & game references.Must see! Fight!!",
23 April 2021,Super solid action/fighter movie.,jasriv,"168 out of 271 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",168,271,10,Test your might! All I can say is...can't wait for part 2!!!,
3 May 2021,A great tribute to the game!,godgirlprincess,"81 out of 130 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",81,130,10,"I'm by no means a Mortal Kombat expert but it was one of my favorite games to play as a kid, back on a Super Nintendo! 😳 But I have also enjoyed playing the newer MK games on newer devices as well. The games now are very graphic, and the movie delivers on that as well. I love that the characters say lines from the game like ""Flawless Victory"" and ""Kano wins!"" I really don't understand why anyone watching it would be upset with that. Have you guys ever even played the game? Kano was hilarious. I did want a little more from Mileena. Scorpion and Sub Zero were amazing! Great fight scenes! I'd definitely recommend this movie.",
29 April 2021,Surprisingly good,stinky_monkey,"30 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,46,8,"Gory just like the source material. Not the best storyline I've ever encountered, but certainly better than expected.I went in with low expectations and I'm glad to say I was surprised. Considering whats coming out these days, this was one of the more enjoyable movies I've watched over the last year.",
24 April 2021,Great MORTAL KOMBAT Movie,PennyForMyThoughts,"36 out of 58 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",36,58,8,"Was this a great movie? No. Was this a good movie? Also, probably, no. Alright... let's be honest, this was a bad movie. But it was a great MORTAL KOMBAT movie.Full disclosure, I'm a big fan of the Mortal Kombat franchise. I've been playing the video games since the 90's and I am 100% the target demographic for this movie. If you are like me, you will enjoy the movie. If you are not like me, you probably won't (nor should you).Watching the movie is like you're experiencing a playthrough of a new MK game on story mode. All dialogue just serves as a filler between fight scenes. I love the hard R rating that allows the film to embrace the brutality of the violence that is the signature of the series.There are a ton of nods throughout the film to insider fans.Again, in summation: not a good movie. But a GREAT Mortal Kombat movie. Take that for what you will.",
24 April 2021,Nostalgia fest,misslilia84,"33 out of 50 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,50,7,"Brought out all the 90s kid feels. Not sure why some reviews are so low. Fight scenes were great, special effects were great, story was serviceable. It's not going to win an oscar, but i feel like they did a great job with this adaptation. Hope they include Kitana in the sequel.",
14 May 2021,Not bad. 1st part of a trilogy.,ThomDerd,"266 out of 300 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",266,300,6,"Great visuals, excellent fight scenes, good choices on most of the cast (e.g Kano, Scorpion, Sub-Zero) and just a fun movie overall. If you are familiar with the game, you will like it.Keep in mind that it's a trilogy, so this first film tries to add some background! Luckily there's not much time spent on meaningless conversations and the scenes get into the action parts faster than you would expect. Runtime of 1h 50min is works well; you will not be bored.Fight scenes get more rewarding halfway through, closer to the game style.Also, the idea to rotate this film's story around the rivalry between scorpion and sub-zero worked; it gave some background. Maybe the lead protagonist is not that interesting compared to the other characters but he seems necessary to keep the story moving forward.So, this first film does the job and although not everyone from the game is in it, I m sure all the other favorite characters will appear in the next 2 films and I m looking forward to that.6,5/10 good effort bringing the game on film screen.",
8 November 2021,I hoped for more,Leofwine_draca,"57 out of 73 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",57,73,5,"16 years after the last Hollywood version we get another MORTAL KOMBAT video game adaptation and funnily enough it's about the same quality as the last one. Grittier to begin with and Hiroyuki Sanada is one of those guys who automatically lifts the quality of the thing by his presence alone, but then it ends up turning into the usual CGI dominated cheese fest by the climax. They try to make sense of some kind of plot here which is quite excruciating but by the end it's just the usual intercutting of heavily stylised fights between the player characters. Kudos for the copious gore FX and the CGI isn't as bad as it could have been, but I was hoping for more.",Warning: Spoilers
22 April 2021,Pretty good overall but the lack of a tournament annoyed me.,alvarax,"392 out of 523 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",392,523,7,"I enjoyed MK overall, it was funny, action packed and generally quite faithful as an adaptation. The acting was also really good, with Joe Taslim as Subzero being the highlight for me. I was very disappointed however with the lack of an actual tournament, the fights were either ambush's or quick come and go brawls, there was no structure or rules, which I expected for the first mortal Kombat movie.I also didn't gravitate towards the newcomer Cole, I felt like he was unnecessary, I understand wanting to do your own thing sometimes but this was not one of those times. He also beats an iconic MK character which rubbed me the wrong way, but hopefully we'll see them again. The opening is brilliant and the second act is solid, but it's final act is very rushed and leaves you with little time to take it all in. Pretty good but not what I was hoping for.",Warning: Spoilers
18 April 2021,A valiant effort but exactly what you expect,cyrax-92742,"577 out of 745 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",577,745,7,"Great action and fight choreography as was to be expected from a movie with this title, special effects regarding characters and their abilities were also very well done especially considering the budget constraints this movie had. Storyline was predictable from the beginning and the writing itself isn't gonna win any awards, characters say their catchphrases from the games in key moments of the film, however, one big surprise for me was the character of Kano. He was the biggest and funniest comic relief character in the whole movie, constantly throwing jokes and insults at other characters. Probably one of the funniest, self aware movie characters I've seen in a long time.There are also weird editing jumps in the movie, one moment you're looking at characters interacting and in the next you're looking at something completely different. The movie suffers from a few of these, but given this is the directors first foray into the world of movie making, I'll take that L, most of the other important things were handled with care,If you know what you're getting and your expectations are right, this movie isn't gonna let you down with violence and gore, if you're expecting more then it's gonna be a letdown.",
30 April 2021,B-movie reboot,SnoopyStyle,"46 out of 62 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",46,62,6,"Earth is on the verge of annihilation. After nine victories by Outworld, they are one loss away from the Earth being conquered. Cole Young (Lewis Tan), Sonya Blade (Jessica McNamee), and Liu Kang (Ludi Lin) must defeat the warriors of ruthless Outworld Emperor Shang Tsung (Chin Han).This is a violent, hard-R reboot of the video game adaptation from the 90's. It has scraped off the cheese and speckled on some more action. The special effects are mostly up to date. It's very competent like the competent acting, action, and designs. The story is basic and set up to have more movies in the franchise. Josh Lawson is funny as Kano. The others are less charismatic. The missing ingredient is an A-list actor or an old action star doing a side role cameo. It's an old Hollywood trick but it works. It would give this the illusion of an A-list movie. As it stands, this is a well made B-movie and it's probably enough to continue as a B-movie franchise. Sadly, that road is usually downhill but maybe it could be a long ride.",
16 April 2021,Amazing for fans (but improvable). For the rest... probably less so.,educallejero,"300 out of 445 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",300,445,7,"The good: the story mostly works, the characterizations are insanely good (from costumes to personalities), and the movie is as gory and brutal as needed, actually way funnier than expected, and the CGI for the powers really great.The bad: the story is a bit messy, the characters motivations and reactions not always 100% natural and/or coherent, and the action and fights (with the exception of the ones with Scorpion) are fine, but the choreography and/or filming is kind of weak (easy to improve with a bigger budget and more talent on board).",
23 April 2021,Hell yea!,Calicodreamin,"192 out of 289 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",192,289,8,"I actually quite enjoyed watching this movie! The action was awesome, the jokes were actually funny, and the storyline was fairly well developed. The main characters were badass, and the CGI was stunningly good. I went in with no expectations and was rewarded with a good time. Finish them!",
24 April 2021,Not too bad...main character ruined it for me,patriciajohnson-22048,"534 out of 669 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",534,669,7,"I've seen the older movies of Mortal Kombat, and as cheesy and bad CGI as it was, the fights/tournaments, music, and plots were great. I was excited to see this new movie, and it wasn't that bad, but was still left unsatisfied. I was surprised that I fell in love with Kano; he was charming, hilarious, and prob the best character. Following him, I enjoyed SubZero and his fight scenes. Sonya Blade wasn't too bad too. One character that i had no interest in was the main guy, Cole. He was just boring and unnecessary. Even his ""power"" was....blah. I wish they had Liu Kang as the main guy, his story is more interesting. Another disappointment in this was the lack of tournaments in this movie, that was supposed to be the main plot of the whole movie. In addition, they did Goro dirty in this. His fight scene was short and missed the mark, and even though he was the big villain in the first movie, they showed him for less than 5 minutes in this one. Hopefully they bring him back somehow for a better fight in the 2nd movie. If they do, I'm excited to see my boy Johnny Cage!",Warning: Spoilers
4 October 2021,A bad movie by any measure,alanhowden-86367,"24 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",24,30,3,"Even by the standards of films based on video games this is not good. I've played the games since MK2 so I know the franchise has a stupid story but since the film seems happy taking some big liberties with it it should have been made better, not worse (who TF is the main character anyway and why is his super power having an armoured shirt- there are 80 character on the MK roster there was no need to create Cole blandy Mcbland face).The historical intro of the film is actually not bad but after that the film's watchability dives off a cliff. I've already mentioned that the story is dumb so it's a cardinal sin that large parts of the movie are also boring. The acting (Apart from Scorpion/Sub Zero/Shang Tsung) is awful, nothing really connects, there is no reason to care about Cole or his boring family, everything is all of a sudden far too easy in the end and all that went before is pretty pointless. Even the fight scenes are not particularly good. I really did not like this.",Warning: Spoilers
23 April 2021,"2021 Special Effects, 1990 storyline",jota-b,"372 out of 489 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",372,489,7,"I believe that I'm speaking for most fans when I say that I was expecting this to be loyal to the original storyline - a thought that the movie trailer ended right away. Instead we were presented with lots of deviations, and a sort of ""prequel"" that states a hope to build a cinematic universe around Mortal Kombat for the coming years, which don't get me wrong, is a very good thing. What I do think it's bad is the general acting - regarding some exceptions - along with character build up. Outworld characters appear to fall from the sky with little to no storyline attached to who they are and where they came from, when there was a lot to tell, especially about Shang Tsung, Mileena and Kabal. Actors playing Liu Kang, Kung Lao and particularly Raiden were close to average, along with their argument which was little to none. Kabal's voice was also not adequate to its figure. The guy's breathing through a metal mask and is stuck in an ""iron lung"" and sounds like a young wannabe highschool bully.Now the big elephant in the room, Cole Young. Adding a new character isn't that bad, but a new protagonist... that's an entire different thing. It's a very risky move, mostly because not only shatters the whole storyline, but also because a main character needs to be likeable to the general audience in order to stand. Personally, I found him closer to indifferent than good or bad, just kind of there. Fortunatly we can see that at the end, there's an intention to bring Johny Cage, who should already be present nonetheless along with Kitana (how can we have Mileena without Kitana?).Also there were some unecessary scenes, like Nitara (totally random choice by the way) literally appearing on screen just to die in the following second, following the footsteps of Rain in MK Anihalation. One way to get around that and other unsuited scene changes would be to increase the movie's lenght or simply not screening the character at all.On the upside, Kano's role is incredibly well performed and gives the movie its whole humour, bringing balance and a reality feeling to it. The fighting sequences are good, well shooted from a nice different set of angles, with a lot of movement variety. It's also noticeable they gave enourmous attention to Sub-Zero's special effects, which I think is one the best things in the movie along with some easter eggs like Shinnok's Amulet or Kitana's Fan. Goro's animation is also on a good note.Last but not least, the final standoff between Scorpion and Sub-Zero didn't let down. Very well shooted with an original choreography, and still managing to be loyal to some of the most iconic original moves from the game characters.To summarize, it's a generally well done remake. Although needing a lot of work, mostly on actor's performance and argument, has potential to set the foundations for an upcoming cinematic universe to be explored, which after all these years, MK absolutely deserves.",Warning: Spoilers
23 April 2021,The death sequence of Nitara deserves an 8 alone. I tried the mighty clap with a watermelon at home.,Fella_shibby,"74 out of 112 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",74,112,9,"I enjoyed this tremendously. I got what i wanted. Fast paced non stop action.Some top notch editing, amazing cinematography n amazeballs special effects.No hand held shaky stuff, nothing shot in the dark n no time wasting.The film has oodles of blood and it has one of the best watermelon exploding scene via the mighty clap.The effects of Reptile n Goro is very well done.The only thing i missed is the theme song n the screaming of Mortallll Kombatttt.But i am happy that they retained the iconic dialogues, ""your soul is mine"" and ""flawless victory "".They shud have taken Iko Uwais too.",Warning: Spoilers
24 April 2021,I realize peoples perception is highly skewed and it pains me that they justify it,Healing_Process,"35 out of 48 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,48,4,"People giving this movie a 6+ needs to surely either evaluate their tastes or look deep within themselves to understand what they like in movies. Mortal Kombat Annihilation from 1997 was as cheesy as they come and I can swallow and appreciate the tropes that that movie made compared to the tropes of this one. The post covid sets with the inclusive cast mixed with the marvel universe non-serious humor really left a bad taste in my mouth.The biggest problem with this movie is the fact that they had to find their ""Arcana"" which is some fantasy power move like a Marvel superhero similar to Animality from the 97' MK movie. This movie was a mess with the very small portion of cool video game reference scenery that would make people cheer.Funniest plot idea to me was that they DIDN'T EVEN HAVE THE TOURNAMENT. Yes, you heard me. They never got to the tournament, its only fighting the ""bad guy"" before the tournament (Which is against the rules) and Rayden choosing to let it happen because of the Elder gods rules. Which ultimately leads to Kung Lao's death (again). Then when Rayden is asked why did he let it happen, he said because he cannot help all souls of Earthrealm. Yet, he is willing to let, ya know, one of his prized fighters on earthrealm die to someone who is killing him outside the rules of the tournament.... Nice.Overall just bad movie. I don't care about the video game accuracy or the cheesy one liners or the bad CGI at certain parts. But this was just a poor movie in almost every aspect and it took energy out of me to watch the rest. This is a fan theory Mortal Kombat with failed college projects vibes to the editing and directing.",Warning: Spoilers
5 August 2021,The fans are sick and tired...,Rastifan,"23 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",23,30,1,Of some director getting the keys to a franchise they don't understand and mess it up. They throw in a new character no one gives a damn about and if you are looking for the tournament. There are none. The entire thing was a disappointment. Giving it a 4 for decent fight scenes and because Josh Lawson as Kano steals every scene. The rest of the cast was bland and boring. I didn't care if they lived or died.,Warning: Spoilers
